"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2764","Verify login functionality standard_user","chromium","2026-05-17","passed","2026-05-17","","checkoutFlow.spec.ts","",""
